"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Nordrhein-Westfalen","Rumex scutatus","rumex-scutatus","3","Schild-Ampfer",NA,"rot","normal bis humus",NA,"Knöterichgewächse",NA,"Ampfer","10 - 40 cm",NA,"Sonne","nährstoffarmer bis normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Sagina nodosa","sagina-nodosa","2","Knotiges Mastkraut","Bienenweide (1 Arten)","weiß","humus",NA,"Nelkengewächse",NA,"Mastkräuter","5 - 15 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"feucht"
"Nordrhein-Westfalen","Salix pentandra","salix-pentandra","3","Lorbeer-Weide","Bienenweide (2 Arten)","gelb","humus",NA,"Weidengewächse",NA,"Weiden","5 - 10 m",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Salix repens ssp. dunensis","salix-repens","G","Kriech-Weide","Bienenweide (9 Arten)","gelb","durchlässig",NA,"Weidengewächse",NA,"Weiden","40 - 100 cm","ja","Sonne bis Halbschatten","normaler Boden",NA,"16 fressende Arten","Schmetterlingsweide (4 Arten)","Vogelnährgehölz","frisch bis trocken"
"Nordrhein-Westfalen","Salix repens ssp. repens","salix-repens","3","Kriech-Weide","Bienenweide (9 Arten)","gelb","durchlässig",NA,"Weidengewächse",NA,"Weiden","40 - 100 cm","ja","Sonne bis Halbschatten","normaler Boden",NA,"16 fressende Arten","Schmetterlingsweide (4 Arten)","Vogelnährgehölz","frisch bis trocken"
"Nordrhein-Westfalen","Salvia glutinosa","salvia-glutinosa","2","Klebriger Salbei","Bienenweide (2 Arten)","gelb","lehmig",NA,"Lippenblütler","bis -28 °C (bis Klimazone 5)","Salbei","50 - 100 cm","ja","Sonne bis Schatten","nährstoffreicher Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Salvia verticillata","salvia-verticillata","3","Quirlblütiger Salbei","Bienenweide (2 Arten)","violett","durchlässig","ja","Lippenblütler","bis -23 °C (bis Klimazone 6)","Salbei","30 - 60 cm","ja","Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide",NA,"trocken"
"Nordrhein-Westfalen","Sanguisorba officinalis","sanguisorba-officinalis","3","Großer Wiesenknopf,Echter Wiesenknopf","Bienenweide","rot","durchlässig bis lehmig",NA,"Rosengewächse","bis -34 °C (bis Klimazone 4)","Wiesenknopf","30 - 120 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","sauer","6 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Saxifraga granulata","saxifraga-granulata","3","Körnchen-Steinbrech",NA,"weiß","durchlässig",NA,"Steinbrechgewächse","bis -23 °C (bis Klimazone 6)","Steinbrech","15 - 40 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Scabiosa columbaria ssp. pratensis","scabiosa-columbaria","2","Tauben-Skabiose","Bienenweide (7 Arten)","blau","durchlässig bis normal",NA,"Geißblattgewächse","bis -23 °C (bis Klimazone 6)","Skabiosen","20 - 60 cm","ja, Kübelgröße mittel","Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (34 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Schoenus nigricans","schoenus-nigricans","1","Schwarzes Kopfried,Kopfbinse",NA,"braun","lehmig",NA,"Sauergrasgewächse",NA,"Kopfried","15 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"feucht"
"Nordrhein-Westfalen","Scilla bifolia","scilla-bifolia","R","Zweiblättriger Blaustern","Bienenweide","blau","durchlässig bis lehmig",NA,"Spargelgewächse","bis -23 °C (bis Klimazone 6)","Blausterne","10 - 20 cm","ja","Sonne bis Schatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Nordrhein-Westfalen","Scleranthus perennis","scleranthus-perennis","2","Ausdauernder Knäuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,""
"Nordrhein-Westfalen","Scorzonera humilis","scorzonera-humilis","1","Niedrige Schwarzwurzel,Gartenschwarzwurzel","Bienenweide (3 Arten)","gelb","durchlässig bis humus",NA,"Korbblütler",NA,"Schwarzwurzel","10 - 40 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Scrophularia vernalis","scrophularia-vernalis","1","Frühlings-Braunwurz","Bienenweide (1 Arten)","grün","humus",NA,"Braunwurzgewächse",NA,"Braunwurzen","30 - 70 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Nordrhein-Westfalen","Scutellaria minor","scutellaria-minor","3","Kleines Helmkraut,Moorschildkraut",NA,"violett","durchlässig bis lehmig",NA,"Lippenblütler",NA,"Helmkräuter","10 - 30 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"feucht bis frisch"
"Nordrhein-Westfalen","Senecio aquaticus","senecio-aquaticus","2","Wasser-Greiskraut,Wasser-Kreuzkraut ",NA,"gelb","humus",NA,"Korbblütler",NA,"Greiskräuter","15 - 60 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (6 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Senecio paludosus ssp. paludosus","senecio-paludosus","2","Sumpf-Greiskraut,Sumpf-Kreuzkraut, Jacobaea paludosa ",NA,"gelb","lehmig",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Greiskräuter","50 - 200 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Nordrhein-Westfalen","Senecio sarracenicus","senecio-sarracenicus","2","Fluss-Greiskraut,Fluss-Kreuzkraut",NA,NA,NA,NA,"Korbblütler",NA,"Greiskräuter",NA,NA,"",NA,NA,NA,NA,NA,""
"Nordrhein-Westfalen","Seseli libanotis","seseli-libanotis","2","Berg-Heilwurz","Bienenweide","weiß","durchlässig bis normal",NA,"Doldenblütler","bis -28 °C (bis Klimazone 5)","Seseli","60 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Nordrhein-Westfalen","Sherardia arvensis","sherardia-arvensis","3","Ackerröte",NA,"lila","lehmig",NA,"Rötegewächse",NA,"Sherardia","5 - 20 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Silaum silaus","silaum-silaus","3","Wiesen-Silau,Silau, Gewöhnliche Wiesensilge",NA,"grün","durchlässig bis lehmig",NA,"Doldenblütler",NA,"Wiesensilge","30 - 100 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Silene baccifera","silene-baccifera","3","Hühnerbiss,Taubenkropf",NA,"grün","lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Leimkräuter","40 - 140 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Silene noctiflora","silene-noctiflora","2","Acker-Lichtnelke",NA,"rosa","normal bis lehmig",NA,"Nelkengewächse",NA,"Leimkräuter","30 - 100 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"trocken"
"Nordrhein-Westfalen","Silene nutans","silene-nutans","3","Nickendes Leimkraut","Bienenweide","weiß","durchlässig bis normal",NA,"Nelkengewächse","bis -23 °C (bis Klimazone 6)","Leimkräuter","30 - 50 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (28 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Sium latifolium","sium-latifolium","2","Breitblättriger Merk",NA,"gelb","lehmig",NA,"Doldenblütler",NA,"Merk","70 - 150 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Nordrhein-Westfalen","Spergula arvensis ssp. maxima","spergula-arvensis","0","Acker-Spergel,Feld-Spark",NA,"weiß","durchlässig bis humus",NA,"Nelkengewächse",NA,"Spark","10 - 50 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Spergularia media ssp. angustata","spergularia-media","0","Flügelsamige Schuppenmiere",NA,"weiß","durchlässig bis normal",NA,"Nelkengewächse",NA,"Schuppenmieren","5 - 45 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Stachys germanica","stachys-germanica","2","Deutscher Ziest","Bienenweide (1 Arten)","rot","durchlässig bis lehmig",NA,"Lippenblütler","bis -28 °C (bis Klimazone 5)","Zieste","40 - 100 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Nordrhein-Westfalen","Stachys recta","stachys-recta","3","Aufrechter Ziest","Bienenweide (10 Arten)","gelb","durchlässig bis normal",NA,"Lippenblütler","bis -28 °C (bis Klimazone 5)","Zieste","30 - 60 cm",NA,"Sonne","nährstoffarmer bis normaler Boden","basisch / kalk","4 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Stipa pennata","stipa-pennata","0","Echtes Federgras,Flausch-Federgras",NA,"weiß","durchlässig bis normal","ja","Süßgräser","bis -17 °C (bis Klimazone 7)","Federgräser","60 - 80 cm","ja","Sonne","nährstoffarmer Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Stratiotes aloides","stratiotes-aloides","2","Krebsschere",NA,"weiß",NA,NA,"Froschbissgewächse","bis -28 °C (bis Klimazone 5)","Stratiotes","20 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Nordrhein-Westfalen","Succisa pratensis","succisa-pratensis","3","Teufelsabbiss","Bienenweide (5 Arten)","lila","normal",NA,"Geißblattgewächse","bis -28 °C (bis Klimazone 5)","Succisa","30 - 50 cm","ja","Sonne","normaler Boden",NA,"3 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Tanacetum corymbosum","tanacetum-corymbosum","2","Straußblütige Wucherblume,Straußblütige Margerite","Bienenweide (1 Arten)","weiß","durchlässig bis humus",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Wucherblumen","50 - 100 cm",NA,"Sonne bis Halbschatten","normaler bis nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Taxus baccata","taxus-baccata","3","Europäische Eibe,Gemeine Eibe",NA,"gelb","normal bis lehmig",NA,"Eibengewächse","bis -23 °C (bis Klimazone 6)","Eiben","3 - 10 m","ja","Sonne bis Halbschatten","normaler Boden",NA,NA,NA,"Vogelnährgehölz (24 Arten)","feucht bis frisch"
"Nordrhein-Westfalen","Tephroseris helenitis ssp. helenitis","tephroseris-helenitis","1","Spatelblättriges Aschenkraut",NA,"gelb","durchlässig bis normal",NA,"Korbblütler",NA,"Tephroseris","20 - 70 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Teucrium botrys","teucrium-botrys","3","Trauben-Gamander","Bienenweide (1 Arten)","rosa","normal bis humus",NA,"Lippenblütler",NA,"Gamander","10 - 30 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Teucrium scordium","teucrium-scordium","1","Knoblauch-Gamander,Lauch-Gamander",NA,"rosa","durchlässig bis normal",NA,"Lippenblütler",NA,"Gamander","15 - 25 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"feucht bis frisch"
"Nordrhein-Westfalen","Thalictrum flavum","thalictrum-flavum","3","Gelbe Wiesenraute",NA,"gelb","normal bis lehmig",NA,"Hahnenfußgewächse","bis -23 °C (bis Klimazone 6)","Wiesenrauten","1,2 - 1,5 m",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Thalictrum minus ssp. minus","thalictrum-minus","2","Kleine Wiesenraute","Bienenweide","gelb","humus",NA,"Hahnenfußgewächse","bis -23 °C (bis Klimazone 6)","Wiesenrauten","30 - 100 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,"4 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Thalictrum minus ssp. pratense","thalictrum-minus","2","Kleine Wiesenraute","Bienenweide","gelb","humus",NA,"Hahnenfußgewächse","bis -23 °C (bis Klimazone 6)","Wiesenrauten","30 - 100 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,"4 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Thelypteris palustris","thelypteris-palustris","2","Sumpffarn",NA,"grün","lehmig",NA,"Sumpffarngewächse","bis -34 °C (bis Klimazone 4)","Thelypteris","20 - 80 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"feucht"
"Nordrhein-Westfalen","Thymus praecox","thymus-praecox","3","Frühlingsthymian,Früher Thymian",NA,"rosa","durchlässig bis normal","ja","Lippenblütler","bis -23 °C (bis Klimazone 6)","Thymiane","5 - 20 cm","ja","Sonne","nährstoffarmer bis normaler Boden",NA,NA,NA,NA,"trocken"
"Nordrhein-Westfalen","Thymus pulegioides ssp. pulegioides","thymus-pulegioides","3","Breitblättriger Thymian,Gemeiner Thymian, Gewöhnlicher Thymian, Quendel-Thymian, Arznei-Thymian, Feld-Thymian","Bienenweide (1 Arten)","rosa","durchlässig","ja","Lippenblütler","bis -17 °C (bis Klimazone 7)","Thymiane","5 - 20 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"6 fressende Arten","Schmetterlingsweide (24 Arten)",NA,"frisch"
"Nordrhein-Westfalen","Thymus serpyllum","thymus-serpyllum","2","Sand-Thymian,Feld-Thymian","Bienenweide (4 Arten)","rosa","durchlässig bis normal","ja","Lippenblütler","bis -28 °C (bis Klimazone 5)","Thymiane","10 - 20 cm","ja","Sonne","nährstoffarmer bis normaler Boden",NA,"9 fressende Arten","Schmetterlingsweide (12 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Trapa natans","trapa-natans","0","Wassernuss",NA,NA,"humus",NA,"Weiderichgewächse","bis -28 °C (bis Klimazone 5)","Wassernuss",NA,NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Nordrhein-Westfalen","Trifolium alpestre","trifolium-alpestre","0","Hügel-Klee","Bienenweide (1 Arten)","rosa","durchlässig bis lehmig",NA,"Hülsenfrüchtler",NA,"Klee","30 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Tripolium pannonicum","tripolium-pannonicum","2","Strand-Aster,Salz-Aster, Pannonien-Salzaster","Bienenweide (1 Arten)","violett","durchlässig",NA,"Korbblütler",NA,"Tripolium","50 - 150 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"frisch bis trocken"
"Nordrhein-Westfalen","Trollius europaeus ssp. europaeus","trollius-europaeus","2","Europäische Trollblume",NA,"gelb","durchlässig bis lehmig",NA,"Hahnenfußgewächse","bis -28 °C (bis Klimazone 5)","Trollblumen","30 - 40 cm",NA,"Sonne","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Tulipa sylvestris","tulipa-sylvestris","2","Wilde Tulpe,Weinbergstulpe, Wald-Tulpe","Bienenweide","gelb","durchlässig bis lehmig",NA,"Liliengewächse","bis -28 °C (bis Klimazone 5)","Tulpen","20 - 40 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Nordrhein-Westfalen","Turritis glabra","turritis-glabra","3","Turmkraut,Turmkresse, Kahle Gänsekresse",NA,"gelb","durchlässig bis normal",NA,"Kreuzblütler",NA,"Turritis","40 - 120 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Ulex europaeus","ulex-europaeus","2","Stechginster","Bienenweide (1 Arten)","gelb","normal",NA,"Hülsenfrüchtler","bis -17 °C (bis Klimazone 7)","Stechginster","1 - 2,5 m",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Ulmus glabra","ulmus-glabra","3","Berg-Ulme",NA,"braun","durchlässig bis humus",NA,"Ulmengewächse","bis -28 °C (bis Klimazone 5)","Ulmen","25 - 35 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (6 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Ulmus laevis","ulmus-laevis","2","Flatter-Ulme",NA,"weiß","durchlässig bis normal",NA,"Ulmengewächse","bis -28 °C (bis Klimazone 5)","Ulmen","30 - 35 m",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk","5 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Ulmus minor","ulmus-minor","3","Feld-Ulme",NA,"rot","durchlässig bis humus",NA,"Ulmengewächse","bis -28 °C (bis Klimazone 5)","Ulmen","25 - 30 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","15 fressende Arten","Schmetterlingsweide (15 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Utricularia vulgaris","utricularia-vulgaris","1","Gewöhnlicher Wasserschlauch",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Wasserpflanze"
"Nordrhein-Westfalen","Vaccinium uliginosum","vaccinium-uliginosum","2","Rauschbeere,Moor-Heidelbeere","Bienenweide (2 Arten)","rosa","durchlässig bis lehmig",NA,"Heidekrautgewächse","bis -45,5 °C (bis Klimazone 2)","Heidelbeeren","50 - 90 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","sauer","12 fressende Arten","Schmetterlingsweide (41 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Vaccinium vitis-idaea","vaccinium-vitis-idaea","3","Preiselbeere,Kronsbeere","Bienenweide (10 Arten)","rosa","durchlässig bis humus",NA,"Heidekrautgewächse","bis -28 °C (bis Klimazone 5)","Heidelbeeren","10 - 30 cm",NA,"Sonne bis Halbschatten","normaler bis nährstoffreicher Boden",NA,"8 fressende Arten","Schmetterlingsweide (8 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Verbascum pulverulentum","verbascum-pulverulentum","3","Flockige Königskerze",NA,"gelb","durchlässig bis lehmig",NA,"Braunwurzgewächse",NA,"Königskerzen","1,5 - 1,8 m",NA,"Sonne","nährstoffarmer bis normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Veronica spicata","veronica-spicata","1","Ähriger Ehrenpreis,Pseudolysimachion spicatum","Bienenweide (1 Arten)","blau","durchlässig bis normal",NA,"Wegerichgewächse","bis -40 °C (bis Klimazone 3)","Ehrenpreis","20 - 50 cm","ja, Kübelgröße mittel","Sonne","normaler Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Nordrhein-Westfalen","Vicia pisiformis","vicia-pisiformis","2","Erbsen-Wicke",NA,"gelb","durchlässig",NA,"Hülsenfrüchtler",NA,"Wicken","60 - 200 cm",NA,"Sonne bis Schatten","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Nordrhein-Westfalen","Vicia sylvatica","vicia-sylvatica","3","Wald-Wicke",NA,"violett","durchlässig bis normal",NA,"Hülsenfrüchtler",NA,"Wicken","1 - 2 m",NA,"Sonne bis Schatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Viola biflora","viola-biflora","1","Zweiblütiges Veilchen",NA,"gelb","lehmig",NA,"Veilchengewächse","bis -12 °C (bis Klimazone 8)","Veilchen","5 - 15 cm",NA,"Halbschatten","nährstoffreicher Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"feucht"
"Nordrhein-Westfalen","Viola palustris","viola-palustris","3","Sumpf-Veilchen",NA,"lila","durchlässig bis humus",NA,"Veilchengewächse","bis -28 °C (bis Klimazone 5)","Veilchen","5 - 20 cm",NA,"Sonne bis Schatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Viola rupestris","viola-rupestris","0","Sand-Veilchen",NA,"blau","durchlässig bis humus",NA,"Veilchengewächse","bis -28 °C (bis Klimazone 5)","Veilchen","3 - 8 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis normaler Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Nordrhein-Westfalen","Viola tricolor ssp. tricolor","viola-tricolor","3","Wildes Stiefmütterchen",NA,"gelb","durchlässig bis normal",NA,"Veilchengewächse","bis -34 °C (bis Klimazone 4)","Veilchen","10 - 40 cm","ja, Kübelgröße mittel","Sonne bis Halbschatten","nährstoffarmer bis normaler Boden",NA,NA,"Schmetterlingsweide (6 Arten)",NA,"feucht bis frisch"
"Nordrhein-Westfalen","Viscaria vulgaris","viscaria-vulgaris","2","Gewöhnliche Pechnelke",NA,"pink","normal bis humus",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Leimkräuter","30 - 60 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (6 Arten)",NA,"frisch"
"Rheinland-Pfalz","Aconitum napellus","aconitum-napellus","3","Blauer Eisenhut","Bienenweide","blau","durchlässig bis humus",NA,"Hahnenfußgewächse","bis -28 °C (bis Klimazone 5)","Eisenhut","70 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Aconitum napellus ssp. neomontanum","aconitum-napellus","3","Blauer Eisenhut","Bienenweide","blau","durchlässig bis humus",NA,"Hahnenfußgewächse","bis -28 °C (bis Klimazone 5)","Eisenhut","70 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Adonis aestivalis","adonis-aestivalis","2","Sommer-Adonisröschen,Blutauge, Blutströpfchen, Sommerblutströpfchen, Feuerröschen, Kleines Teufelsauge",NA,"rot","durchlässig bis normal",NA,"Hahnenfußgewächse",NA,"Adonisröschen","25 - 60 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"trocken"
"Rheinland-Pfalz","Adonis vernalis","adonis-vernalis","2","Frühlings-Adonisröschen","Bienenweide (2 Arten)","gelb","durchlässig bis normal",NA,"Hahnenfußgewächse",NA,"Adonisröschen","15 - 20 cm","ja, Kübelgröße klein","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Agrostemma githago","agrostemma-githago","1","Gewöhnliche Kornrade","Bienenweide","rot","durchlässig bis normal",NA,"Nelkengewächse",NA,"Konraden","30 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Ajuga chamaepitys","ajuga-chamaepitys","2","Gelber Günsel,Acker-Günsel",NA,NA,NA,NA,"Lippenblütler",NA,"Günsel",NA,NA,"",NA,NA,NA,NA,NA,""
"Rheinland-Pfalz","Allium angulosum","allium-angulosum","2","Kanten-Lauch","Bienenweide (1 Arten)","rosa","durchlässig bis lehmig",NA,"Amaryllisgewächse","bis -17 °C (bis Klimazone 7)","Lauch","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Allium carinatum","allium-carinatum","0","Kiel-Lauch",NA,"rosa","lehmig",NA,"Amaryllisgewächse","bis -17 °C (bis Klimazone 7)","Lauch","20 - 40 cm","ja","Sonne",NA,NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Allium carinatum ssp. carinatum","allium-carinatum","0","Kiel-Lauch",NA,"rosa","lehmig",NA,"Amaryllisgewächse","bis -17 °C (bis Klimazone 7)","Lauch","20 - 40 cm","ja","Sonne",NA,NA,NA,NA,NA,"frisch bis trocken"
"Rheinland-Pfalz","Allium rotundum","allium-rotundum","3","Runder Lauch","Bienenweide (1 Arten)","pink",NA,"ja","Amaryllisgewächse",NA,"Lauch","30 - 60 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Rheinland-Pfalz","Allium schoenoprasum","allium-schoenoprasum","3","Schnittlauch","Bienenweide (1 Arten)","rosa","durchlässig","ja","Amaryllisgewächse","bis -28 °C (bis Klimazone 5)","Lauch","10 - 40 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Rheinland-Pfalz","Allium sphaerocephalon","allium-sphaerocephalon","3","Kugelköpfiger Lauch,Kopflauch","Bienenweide (3 Arten)","pink","durchlässig bis normal",NA,"Amaryllisgewächse","bis -28 °C (bis Klimazone 5)","Lauch","40 - 60 cm","ja, Kübelgröße mittel","Sonne","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Rheinland-Pfalz","Althaea officinalis","althaea-officinalis","2","Echter Eibisch","Bienenweide (1 Arten)","rosa",NA,NA,"Malvengewächse","bis -40 °C (bis Klimazone 3)","Eibisch","1 - 2 m","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"feucht bis frisch"
"Rheinland-Pfalz","Alyssum montanum ssp. gmelinii","alyssum-montanum","2","Berg-Steinkraut,Steinkresse, Steinrich","Bienenweide (7 Arten)","gelb","durchlässig","ja","Kreuzblütlergewächse","bis -23 °C (bis Klimazone 6)","Steinkräuter","5 - 20 cm","ja","Sonne bis Schatten","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
