"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","naturadb_cat","naturadb_val"
"Rheinland-Pfalz","Althaea hirsuta","althaea-hirsuta","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Anacamptis pyramidalis","anacamptis-pyramidalis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Anagallis minima","anagallis-minima","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Androsace elongata","androsace-elongata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Androsace maxima","androsace-maxima","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Anthemis cotula","anthemis-cotula","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Anthriscus caucalis","anthriscus-caucalis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Anthriscus nitida","anthriscus-nitida","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Apium repens","apium-repens","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Arabis auriculata","arabis-auriculata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Arabis nemorensis","arabis-nemorensis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Arabis planisiliqua","arabis-planisiliqua","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Arabis recta","arabis-recta","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Armeria elongata","armeria-elongata","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Armeria elongata ssp. elongata","armeria-elongata","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Arnoseris minima","arnoseris-minima","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Asperugo procumbens","asperugo-procumbens","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Asperula arvensis","asperula-arvensis","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Asplenium billotii","asplenium-billotii","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Asplenium obovatum","asplenium-obovatum","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Astragalus danicus","astragalus-danicus","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bassia laniflora","bassia-laniflora","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bidens radiata","bidens-radiata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Blackstonia acuminata","blackstonia-acuminata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Blackstonia perfoliata","blackstonia-perfoliata","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Blysmus compressus","blysmus-compressus","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bothriochloa ischaemum","bothriochloa-ischaemum","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Botrychium lunaria","botrychium-lunaria","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Botrychium matricariifolium","botrychium-matricariifolium","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bromus racemosus","bromus-racemosus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bromus secalinus","bromus-secalinus","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bromus secalinus ssp. secalinus","bromus-secalinus","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Bupleurum tenuissimum","bupleurum-tenuissimum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Calamagrostis stricta","calamagrostis-stricta","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Calepina irregularis","calepina-irregularis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Camelina alyssum","camelina-alyssum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Campanula baumgartenii","campanula-baumgartenii","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex appropinquata","carex-appropinquata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex binervis","carex-binervis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex bohemica","carex-bohemica","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex buxbaumii","carex-buxbaumii","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex cespitosa","carex-cespitosa","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex chordorrhiza","carex-chordorrhiza","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex depauperata","carex-depauperata","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex dioica","carex-dioica","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex distans","carex-distans","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex hallerana","carex-hallerana","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex halleriana","carex-halleriana","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex hartmanii","carex-hartmanii","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex hordeistichos","carex-hordeistichos","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex hostiana","carex-hostiana","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex laevigata","carex-laevigata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex lasiocarpa","carex-lasiocarpa","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex limosa","carex-limosa","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex pauciflora","carex-pauciflora","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex praecox","carex-praecox","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex pulicaris","carex-pulicaris","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carex supina","carex-supina","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Carum verticillatum","carum-verticillatum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Catabrosa aquatica","catabrosa-aquatica","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Caucalis lappula","caucalis-lappula","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Caucalis latifolia","caucalis-latifolia","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Caucalis platycarpos","caucalis-platycarpos","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Centaurea maculosa","centaurea-maculosa","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Centaurea rhenana","centaurea-rhenana","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Centunculus minimus","centunculus-minimus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cephalanthera rubra","cephalanthera-rubra","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cerastium dubium","cerastium-dubium","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cerasus fruticosa","cerasus-fruticosa","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chenopodium murale","chenopodium-murale","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chenopodium opulifolium","chenopodium-opulifolium","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chenopodium urbicum","chenopodium-urbicum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chenopodium vulvaria","chenopodium-vulvaria","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chimaphila umbellata","chimaphila-umbellata","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Chrysanthemum segetum","chrysanthemum-segetum","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cicendia filiformis","cicendia-filiformis","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Circaea alpina","circaea-alpina","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cnidium dubium","cnidium-dubium","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Coeloglossum viride","coeloglossum-viride","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Coleanthus subtilis","coleanthus-subtilis","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Conringia orientalis","conringia-orientalis","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Corallorhiza trifida","corallorhiza-trifida","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Coronopus squamatus","coronopus-squamatus","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Corrigiola litoralis","corrigiola-litoralis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Crepis praemorsa","crepis-praemorsa","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Crepis pulchra","crepis-pulchra","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cucubalus baccifer","cucubalus-baccifer","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cuscuta epilinum","cuscuta-epilinum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cynoglossum germanicum","cynoglossum-germanicum","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cyperus flavescens","cyperus-flavescens","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Cypripedium calceolus","cypripedium-calceolus","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza fuchsii","dactylorhiza-fuchsii","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza maculata","dactylorhiza-maculata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza maculata","dactylorhiza-maculata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza majalis","dactylorhiza-majalis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza sambucina","dactylorhiza-sambucina","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dactylorhiza traunsteineri","dactylorhiza-traunsteineri","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Daphne laureola","daphne-laureola","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Delia segetalis","delia-segetalis","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Deschampsia media","deschampsia-media","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasiastrum complanatum","diphasiastrum-complanatum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasiastrum tristachyum","diphasiastrum-tristachyum","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasiastrum zeilleri","diphasiastrum-zeilleri","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasium complanatum","diphasium-complanatum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasium tristachyum","diphasium-tristachyum","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Diphasium zeilleri","diphasium-zeilleri","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Dipsacus laciniatus","dipsacus-laciniatus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Drosera anglica","drosera-anglica","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Drosera intermedia","drosera-intermedia","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Drosera longifolia","drosera-longifolia","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Drosera rotundifolia","drosera-rotundifolia","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elatine alsinastrum","elatine-alsinastrum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elatine hexandra","elatine-hexandra","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elatine hydropiper","elatine-hydropiper","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elatine triandra","elatine-triandra","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eleocharis mamillata","eleocharis-mamillata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eleocharis multicaulis","eleocharis-multicaulis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eleocharis ovata","eleocharis-ovata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eleocharis quinqueflora","eleocharis-quinqueflora","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eleocharis uniglumis","eleocharis-uniglumis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elymus arenosus","elymus-arenosus","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elymus athericus","elymus-athericus","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elymus pycnanthus","elymus-pycnanthus","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elytrigia arenosa","elytrigia-arenosa","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Elytrigia atherica","elytrigia-atherica","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipactis atrorubens","epipactis-atrorubens","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipactis microphylla","epipactis-microphylla","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipactis muelleri","epipactis-muelleri","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipactis palustris","epipactis-palustris","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipactis purpurata","epipactis-purpurata","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Epipogium aphyllum","epipogium-aphyllum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Equisetum ramosissimum","equisetum-ramosissimum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Equisetum x trachyodon","equisetum-x-trachyodon","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Eriophorum gracile","eriophorum-gracile","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Euphorbia falcata","euphorbia-falcata","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Euphorbia lucida","euphorbia-lucida","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Euphorbia platyphyllos","euphorbia-platyphyllos","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Euphrasia micrantha","euphrasia-micrantha","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Euphrasia nemorosa","euphrasia-nemorosa","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Festuca duvalii","festuca-duvalii","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Festuca hervieri","festuca-hervieri","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Festuca patzkei","festuca-patzkei","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Festuca trichophylla","festuca-trichophylla","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Filago arvensis","filago-arvensis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Filago gallica","filago-gallica","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Filago lutescens","filago-lutescens","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Filago vulgaris","filago-vulgaris","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Fumaria parviflora","fumaria-parviflora","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Fumaria schleicheri","fumaria-schleicheri","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gagea bohemica ssp. saxatilis","gagea-bohemica","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gagea pratensis","gagea-pratensis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gagea saxatilis","gagea-saxatilis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Galium parisiense","galium-parisiense","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Galium spurium","galium-spurium","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Galium spurium ssp. vaillantii","galium-spurium","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Galium tricornutum","galium-tricornutum","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentiana campestris ssp. campestris","gentiana-campestris","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentiana ciliata","gentiana-ciliata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentiana germanica","gentiana-germanica","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentiana utriculosa","gentiana-utriculosa","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentianella campestris","gentianella-campestris","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gentianella ciliata","gentianella-ciliata","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Glaux maritima","glaux-maritima","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gnaphalium luteoalbum","gnaphalium-luteoalbum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Goodyera repens","goodyera-repens","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Groenlandia densa","groenlandia-densa","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Gymnadenia odoratissima","gymnadenia-odoratissima","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hammarbya paludosa","hammarbya-paludosa","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Heliotropium europaeum","heliotropium-europaeum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Herminium monorchis","herminium-monorchis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hieracium caespitosum","hieracium-caespitosum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hieracium fallax","hieracium-fallax","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hieracium pratense","hieracium-pratense","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Himantoglossum hircinum","himantoglossum-hircinum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Holoschoenus romanus","holoschoenus-romanus","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Holoschoenus vulgaris","holoschoenus-vulgaris","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hordeum secalinum","hordeum-secalinum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hornungia petraea","hornungia-petraea","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Huperzia selago","huperzia-selago","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hymenophyllum tunbrigense","hymenophyllum-tunbrigense","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hypericum elegans","hypericum-elegans","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hypochoeris glabra","hypochoeris-glabra","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Hypochoeris maculata","hypochoeris-maculata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Iberis intermedia","iberis-intermedia","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Iberis linifolia","iberis-linifolia","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Illecebrum verticillatum","illecebrum-verticillatum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Inula germanica","inula-germanica","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus alpino-articulatus","juncus-alpino-articulatus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus alpinus","juncus-alpinus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus atratus","juncus-atratus","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus capitatus","juncus-capitatus","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus filiformis","juncus-filiformis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus gerardii","juncus-gerardii","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus sphaerocarpus","juncus-sphaerocarpus","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus squarrosus","juncus-squarrosus","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Juncus tenageia","juncus-tenageia","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Jurinea cyanoides","jurinea-cyanoides","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Kochia laniflora","kochia-laniflora","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Koeleria vallesiana","koeleria-vallesiana","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lactuca saligna","lactuca-saligna","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lappula squarrosa","lappula-squarrosa","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lathyrus hirsutus","lathyrus-hirsutus","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lathyrus pannonicus","lathyrus-pannonicus","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Leersia oryzoides","leersia-oryzoides","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Legousia hybrida","legousia-hybrida","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lepidium heterophyllum","lepidium-heterophyllum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Leucorchis albida","leucorchis-albida","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Limodorum abortivum","limodorum-abortivum","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Linaria arvensis","linaria-arvensis","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lindernia procumbens","lindernia-procumbens","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Linum leonii","linum-leonii","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Liparis loeselii","liparis-loeselii","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lithospermum officinalis","lithospermum-officinalis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Littorella uniflora","littorella-uniflora","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lolium remotum","lolium-remotum","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lotus glaber","lotus-glaber","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lotus tenuis","lotus-tenuis","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Ludwigia palustris","ludwigia-palustris","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Luronium natans","luronium-natans","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Luzula congesta","luzula-congesta","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lycopodiella inundata","lycopodiella-inundata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lycopodium annotinum","lycopodium-annotinum","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lycopodium complanatum","lycopodium-complanatum","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lycopodium tristachyum","lycopodium-tristachyum","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Lycopodium zeilleri","lycopodium-zeilleri","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Malva pusilla","malva-pusilla","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Marsilea quadrifolia","marsilea-quadrifolia","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Medicago minima","medicago-minima","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Melampyrum cristatum","melampyrum-cristatum","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Melica picta","melica-picta","G","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Melilotus dentatus","melilotus-dentatus","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Mentha rotundifolia","mentha-rotundifolia","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Mibora minima","mibora-minima","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Minuartia fastigiata","minuartia-fastigiata","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Minuartia hybrida","minuartia-hybrida","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Minuartia rubra","minuartia-rubra","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Minuartia viscosa","minuartia-viscosa","1","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Moenchia erecta","moenchia-erecta","0","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Moneses uniflora","moneses-uniflora","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Montia arvensis","montia-arvensis","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Montia fontana ssp. amporitana","montia-fontana","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Montia fontana ssp. chondrosperma","montia-fontana","2","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Montia fontana ssp. fontana","montia-fontana","3","not in naturadb","not in naturadb","not in naturadb"
"Rheinland-Pfalz","Montia fontana ssp. intermedia","montia-fontana","3","not in naturadb","not in naturadb","not in naturadb"
