State,Species,Endangerment,NaturaDB
Baden-Württemberg,Sagina saginoides,R,not in naturadb
Baden-Württemberg,Salix elaeagnos,V,not in naturadb
Baden-Württemberg,Salvinia natans,1,not in naturadb
Baden-Württemberg,Samolus valerandi,3,not in naturadb
Baden-Württemberg,Saxifraga hirculus,0,not in naturadb
Baden-Württemberg,Saxifraga mutata,R,not in naturadb
Baden-Württemberg,Saxifraga rosacea,3,not in naturadb
Baden-Württemberg,Saxifraga stellaris ssp. robusta,3,not in naturadb
Baden-Württemberg,Scheuchzeria palustris,2,not in naturadb
Baden-Württemberg,Schoenoplectus x carinatus,1,not in naturadb
Baden-Württemberg,Schoenoplectus mucronatus,0,not in naturadb
Baden-Württemberg,Schoenoplectus supinus,2,not in naturadb
Baden-Württemberg,Schoenoplectus triqueter,1,not in naturadb
Baden-Württemberg,Schoenus ferrugineus,3,not in naturadb
Baden-Württemberg,Schoenus x intermedius,G,not in naturadb
Baden-Württemberg,Scirpus radicans,1,not in naturadb
Baden-Württemberg,Sclerochloa dura,2,not in naturadb
Baden-Württemberg,Scorzonera laciniata,1,not in naturadb
Baden-Württemberg,Sedum annuum,2,not in naturadb
Baden-Württemberg,Sedum rubens,0,not in naturadb
Baden-Württemberg,Sedum villosum,1,not in naturadb
Baden-Württemberg,Selaginella helvetica,0,not in naturadb
Baden-Württemberg,Selaginella selaginoides,3,not in naturadb
Baden-Württemberg,Selinum venosum,1,not in naturadb
Baden-Württemberg,Sempervivum x barbulatum,R,not in naturadb
Baden-Württemberg,Senecio cordatus,V,not in naturadb
Baden-Württemberg,Silene conica,2,not in naturadb
Baden-Württemberg,Silene gallica,1,not in naturadb
Baden-Württemberg,Silene linicola,0,not in naturadb
Baden-Württemberg,Sisymbrium austriacum,V,not in naturadb
Baden-Württemberg,Soldanella alpina,3,not in naturadb
Baden-Württemberg,Sparganium angustifolium,1,not in naturadb
Baden-Württemberg,Sparganium natans,2,not in naturadb
Baden-Württemberg,Spergula morisonii,2,not in naturadb
Baden-Württemberg,Spergularia maritima,R,not in naturadb
Baden-Württemberg,Spergularia salina,0,not in naturadb
Baden-Württemberg,Spergularia segetalis,0,not in naturadb
Baden-Württemberg,Spiranthes aestivalis,1,not in naturadb
Baden-Württemberg,Spiranthes spiralis,2,not in naturadb
Baden-Württemberg,Stachys annua,3,not in naturadb
Baden-Württemberg,Stachys arvensis,2,not in naturadb
Baden-Württemberg,Stellaria crassifolia,0,not in naturadb
Baden-Württemberg,Stellaria palustris,2,not in naturadb
Baden-Württemberg,Stipa eriocaulis ssp. austriaca,2,not in naturadb
Baden-Württemberg,Stipa eriocaulis ssp. lutetiana,2,not in naturadb
Baden-Württemberg,Streptopus amplexifolius,2,not in naturadb
Baden-Württemberg,Subularia aquatica,0,not in naturadb
Baden-Württemberg,Swertia perennis,2,not in naturadb
Baden-Württemberg,Taraxacum sectio,2,not in naturadb
Baden-Württemberg,Teesdalia nudicaulis,2,not in naturadb
Baden-Württemberg,Thalictrum aquilegiifolium,V,not in naturadb
Baden-Württemberg,Thalictrum simplex ssp. galioides,2,not in naturadb
Baden-Württemberg,Thesium alpinum,2,not in naturadb
Baden-Württemberg,Thesium linophyllon,2,not in naturadb
Baden-Württemberg,Thesium pyrenaicum,3,not in naturadb
Baden-Württemberg,Thesium rostratum,2,not in naturadb
Baden-Württemberg,Thymelaea passerina,2,not in naturadb
Baden-Württemberg,Tofieldia calyculata,3,not in naturadb
Baden-Württemberg,Tragus racemosus,V,not in naturadb
Baden-Württemberg,Traunsteinera globosa,1,not in naturadb
Baden-Württemberg,Trichophorum alpinum,2,not in naturadb
Baden-Württemberg,Trichophorum germanicum,V,not in naturadb
Baden-Württemberg,Trifolium aureum,V,not in naturadb
Baden-Württemberg,Trifolium fragiferum,3,not in naturadb
Baden-Württemberg,Trifolium ochroleucon,2,not in naturadb
Baden-Württemberg,Trifolium scabrum,1,not in naturadb
Baden-Württemberg,Trifolium spadiceum,2,not in naturadb
Baden-Württemberg,Trifolium striatum,1,not in naturadb
Baden-Württemberg,Triglochin palustre,2,not in naturadb
Baden-Württemberg,Turgenia latifolia,1,not in naturadb
Baden-Württemberg,Utricularia bremii,0,not in naturadb
Baden-Württemberg,Utricularia intermedia,2,not in naturadb
Baden-Württemberg,Utricularia minor,2,not in naturadb
Baden-Württemberg,Utricularia ochroleuca,1,not in naturadb
Baden-Württemberg,Utricularia stygia,1,not in naturadb
Baden-Württemberg,Vaccaria hispanica,1,not in naturadb
Baden-Württemberg,Valerianella rimosa,2,not in naturadb
Baden-Württemberg,Veronica acinifolia,1,not in naturadb
Baden-Württemberg,Veronica fruticans,3,not in naturadb
Baden-Württemberg,Veronica opaca,2,not in naturadb
Baden-Württemberg,Veronica praecox,3,not in naturadb
Baden-Württemberg,Veronica satureiifolia,2,not in naturadb
Baden-Württemberg,Veronica scutellata,3,not in naturadb
Baden-Württemberg,Veronica serpyllifolia ssp. humifusa,R,not in naturadb
Baden-Württemberg,Veronica triphyllos,3,not in naturadb
Baden-Württemberg,Veronica urticifolia,V,not in naturadb
Baden-Württemberg,Veronica verna,2,not in naturadb
Baden-Württemberg,Vicia lathyroides,V,not in naturadb
Baden-Württemberg,Vicia narbonensis,1,not in naturadb
Baden-Württemberg,Viola alba ssp. alba,V,not in naturadb
Baden-Württemberg,Viola alba ssp. scotophylla,G,not in naturadb
Baden-Württemberg,Viola pumila,2,not in naturadb
Baden-Württemberg,Viola stagnina,1,not in naturadb
Baden-Württemberg,Vulpia bromoides,3,not in naturadb
Baden-Württemberg,Wahlenbergia hederacea,1,not in naturadb
Baden-Württemberg,Willemetia stipitata,2,not in naturadb
Baden-Württemberg,Xanthium strumarium,1,not in naturadb
Bavaria,Aldrovanda vesiculosa,0,not in naturadb
Bavaria,Asperula arvensis,0,not in naturadb
Bavaria,Asplenium fontanum,0,not in naturadb
Bavaria,Callitriche hermaphroditica,0,not in naturadb
Bavaria,Camelina alyssum,0,not in naturadb
Bavaria,Cardamine parviflora,0,not in naturadb
Bavaria,Carex brunnescens var. vitilis,0,not in naturadb
Bavaria,Carex capitata,0,not in naturadb
Bavaria,Carex curvula ssp. curvula,0,not in naturadb
Bavaria,Carex microglochin,0,not in naturadb
Bavaria,Carpesium cernuum,0,not in naturadb
Bavaria,Cuscuta epilinum,0,not in naturadb
Bavaria,Cystopteris dickieana,0,not in naturadb
Bavaria,Deschampsia setacea,0,not in naturadb
Bavaria,Elatine hydropiper ssp. orthosperma,0,not in naturadb
Bavaria,Elymus hispidus,0,not in naturadb
Bavaria,Equisetum ramosissimum var. altissimum,0,not in naturadb
Bavaria,Euphrasia bavarica,0,not in naturadb
Bavaria,Festuca airoides,0,not in naturadb
Bavaria,Galium parisiense,0,not in naturadb
Bavaria,Glaux maritima,0,not in naturadb
Bavaria,Heliotropium europaeum,0,not in naturadb
Bavaria,Hierochloe hirta ssp. arctica,0,not in naturadb
Bavaria,Isoëtes lacustris,0,not in naturadb
Bavaria,Juncus atratus,0,not in naturadb
Bavaria,Lactuca saligna,0,not in naturadb
Bavaria,Linnaea borealis,0,not in naturadb
Bavaria,Lolium remotum,0,not in naturadb
Bavaria,Luronium natans,0,not in naturadb
Bavaria,Luzula forsteri,0,not in naturadb
Bavaria,Marsilea quadrifolia,0,not in naturadb
Bavaria,Minuartia stricta,0,not in naturadb
Bavaria,Minuartia viscosa,0,not in naturadb
Bavaria,Moenchia erecta,0,not in naturadb
Bavaria,Persicaria lapathifolia ssp. leptoclada,0,not in naturadb
Bavaria,Plantago maritima ssp. maritima,0,not in naturadb
Bavaria,Polycnemum verrucosum,0,not in naturadb
Bavaria,Potamogeton x cooperi,0,not in naturadb
Bavaria,Potamogeton x fluitans,0,not in naturadb
Bavaria,Potentilla collina,0,not in naturadb
Bavaria,Potentilla leucopolitana,0,not in naturadb
Bavaria,Potentilla thyrsiflora,0,not in naturadb
Bavaria,Ranunculus ambranus,0,not in naturadb
Bavaria,Ranunculus constans,0,not in naturadb
Bavaria,Rosa abietina,0,not in naturadb
Bavaria,Rubus geminatus,0,not in naturadb
Bavaria,Salicornia europaea,0,not in naturadb
Bavaria,Salix breviserrata,0,not in naturadb
Bavaria,Saxifraga hirculus,0,not in naturadb
Bavaria,Schoenoplectus supinus,0,not in naturadb
Bavaria,Sedum annuum,0,not in naturadb
Bavaria,Silene cretica,0,not in naturadb
Bavaria,Silene linicola,0,not in naturadb
Bavaria,Spergula pentandra,0,not in naturadb
Bavaria,Spergularia salina,0,not in naturadb
Bavaria,Spergularia segetalis,0,not in naturadb
Bavaria,Stellaria crassifolia,0,not in naturadb
Bavaria,Stipa eriocaulis ssp. austriaca,0,not in naturadb
Bavaria,Subularia aquatica,0,not in naturadb
Bavaria,Taraxacum vindobonense,0,not in naturadb
Bavaria,Turgenia latifolia,0,not in naturadb
Bavaria,Vaccaria hispanica ssp. hispanica,0,not in naturadb
Bavaria,Adonis flammea,1,not in naturadb
Bavaria,Aethionema saxatile,1,not in naturadb
Bavaria,Alchemilla obtusa,1,not in naturadb
Bavaria,Androsace elongata,1,not in naturadb
Bavaria,Androsace septentrionalis,1,not in naturadb
Bavaria,Asplenium x alternifolium nssp. heufleri,1,not in naturadb
Bavaria,Botrychium multifidum,1,not in naturadb
Bavaria,Botrychium virginianum,1,not in naturadb
Bavaria,Bromus grossus,1,not in naturadb
Bavaria,Calamagrostis stricta,1,not in naturadb
Bavaria,Caldesia parnassifolia,1,not in naturadb
Bavaria,Carex heleonastes,1,not in naturadb
Bavaria,Carex michelii,1,not in naturadb
Bavaria,Carex rupestris,1,not in naturadb
Bavaria,Chenopodium murale,1,not in naturadb
Bavaria,Chenopodium urbicum var. urbicum,1,not in naturadb
Bavaria,Chimaphila umbellata,1,not in naturadb
Bavaria,Chondrilla chondrilloides,1,not in naturadb
Bavaria,Cicendia filiformis,1,not in naturadb
Bavaria,Cnidium dubium,1,not in naturadb
Bavaria,Corrigiola litoralis,1,not in naturadb
Bavaria,Cystopteris sudetica,1,not in naturadb
Bavaria,Danthonia alpina,1,not in naturadb
Bavaria,Deschampsia littoralis,1,not in naturadb
Bavaria,Diphasiastrum oellgaardii,1,not in naturadb
Bavaria,Draba incana,1,not in naturadb
Bavaria,Elatine alsinastrum,1,not in naturadb
Bavaria,Erigeron atticus,1,not in naturadb
Bavaria,Eriophorum gracile,1,not in naturadb
Bavaria,Euphorbia falcata,1,not in naturadb
Bavaria,Euphorbia lucida,1,not in naturadb
Bavaria,Euphorbia salicifolia,1,not in naturadb
Bavaria,Euphorbia villosa,1,not in naturadb
Bavaria,Euphrasia micrantha,1,not in naturadb
Bavaria,Filago lutescens,1,not in naturadb
Bavaria,Filago vulgaris,1,not in naturadb
Bavaria,Gentianella bohemica,1,not in naturadb
Bavaria,Gentianella campestris ssp. baltica,1,not in naturadb
Bavaria,Geranium lucidum,1,not in naturadb
Bavaria,Hieracium auriculoides,1,not in naturadb
Bavaria,Hieracium basifurcum,1,not in naturadb
Bavaria,Hieracium brachycomum,1,not in naturadb
Bavaria,Hieracium caesium ssp. caesium,1,not in naturadb
Bavaria,Hieracium calodon,1,not in naturadb
Bavaria,Hieracium fallax ssp. durisetum,1,not in naturadb
Bavaria,Hieracium franconicum,1,not in naturadb
Bavaria,Hieracium fuscescens,1,not in naturadb
Bavaria,Hieracium harzianum,1,not in naturadb
Bavaria,Hieracium hybridum ssp. calophyton,1,not in naturadb
Bavaria,Hieracium leucense,1,not in naturadb
Bavaria,Hieracium montanum,1,not in naturadb
Bavaria,Hieracium onosmoides,1,not in naturadb
Bavaria,Hieracium schneidii,1,not in naturadb
Bavaria,Illecebrum verticillatum,1,not in naturadb
Bavaria,Juncus capitatus,1,not in naturadb
Bavaria,Juncus gerardii,1,not in naturadb
Bavaria,Juncus sphaerocarpus,1,not in naturadb
Bavaria,Juncus stygius,1,not in naturadb
Bavaria,Juncus tenageia,1,not in naturadb
Bavaria,Jurinea cyanoides,1,not in naturadb
Bavaria,Lappula squarrosa,1,not in naturadb
Bavaria,Legousia hybrida,1,not in naturadb
Bavaria,Linaria arvensis,1,not in naturadb
Bavaria,Linum leonii,1,not in naturadb
Bavaria,Lotus tenuis,1,not in naturadb
Bavaria,Mibora minima,1,not in naturadb
Bavaria,Nepeta nuda,1,not in naturadb
Bavaria,Nuphar pumila,1,not in naturadb
Bavaria,Ophrys sphegodes,1,not in naturadb
Bavaria,Orchis coriophora ssp. coriophora,1,not in naturadb
Bavaria,Orchis palustris var. palustris,1,not in naturadb
Bavaria,Orobanche arenaria,1,not in naturadb
Bavaria,Orobanche coerulescens,1,not in naturadb
Bavaria,Orobanche picridis,1,not in naturadb
Bavaria,Pilularia globulifera,1,not in naturadb
Bavaria,Poa glauca,1,not in naturadb
Bavaria,Polycnemum arvense,1,not in naturadb
Bavaria,Potamogeton rutilus,1,not in naturadb
Bavaria,Potentilla inclinata,1,not in naturadb
Bavaria,Pseudognaphalium luteoalbum,1,not in naturadb
Bavaria,Pulicaria vulgaris,1,not in naturadb
Bavaria,Pulmonaria collina,1,not in naturadb
Bavaria,Pulsatilla vernalis var. bidgostiana,1,not in naturadb
Bavaria,Radiola linoides,1,not in naturadb
Bavaria,Ranunculus alnetorum,1,not in naturadb
Bavaria,Ranunculus basitruncatus,1,not in naturadb
Bavaria,Ranunculus kunzii,1,not in naturadb
Bavaria,Ranunculus parnassiifolius,1,not in naturadb
Bavaria,Ranunculus rhombilobus,1,not in naturadb
Bavaria,Ranunculus rostratulus,1,not in naturadb
Bavaria,Rubus acanthodes,1,not in naturadb
Bavaria,Rubus oreades,1,not in naturadb
Bavaria,Rubus raduloides,1,not in naturadb
Bavaria,Samolus valerandi,1,not in naturadb
Bavaria,Schoenoplectus triqueter,1,not in naturadb
Bavaria,Scutellaria hastifolia,1,not in naturadb
Bavaria,Sedum villosum,1,not in naturadb
Bavaria,Senecio incanus ssp. carniolicus,1,not in naturadb
Bavaria,Silene conica,1,not in naturadb
Bavaria,Sorbus hohenesteri,1,not in naturadb
Bavaria,Sorbus schwarziana,1,not in naturadb
Bavaria,Sparganium angustifolium,1,not in naturadb
Bavaria,Stachys arvensis,1,not in naturadb
Bavaria,Succisella inflexa,1,not in naturadb
Bavaria,Taraxacum dentatum,1,not in naturadb
Bavaria,Taraxacum frisicum,1,not in naturadb
Bavaria,Taraxacum irrigatum,1,not in naturadb
Bavaria,Taraxacum pollichii,1,not in naturadb
Bavaria,Tephroseris integrifolia ssp. integrifolia,1,not in naturadb
Bavaria,Tephroseris integrifolia ssp. vindelicorum,1,not in naturadb
Bavaria,Thymelaea passerina,1,not in naturadb
Bavaria,Ventenata dubia,1,not in naturadb
Bavaria,Viola persicifolia,1,not in naturadb
Bavaria,Viola pumila,1,not in naturadb
Bavaria,Viola pyrenaica,1,not in naturadb
Bavaria,Woodsia alpina,1,not in naturadb
Bavaria,Xanthium strumarium,1,not in naturadb
Bavaria,Aceras anthropophorum,2,not in naturadb
Bavaria,Aira caryophyllea ssp. caryophyllea,2,not in naturadb
Bavaria,Aira praecox,2,not in naturadb
Bavaria,Alisma gramineum,2,not in naturadb
Bavaria,Allium scorodoprasum ssp. rotundum,2,not in naturadb
Bavaria,Althaea hirsuta,2,not in naturadb
Bavaria,Amaranthus blitum ssp. blitum,2,not in naturadb
Bavaria,Anacamptis pyramidalis,2,not in naturadb
Bavaria,Anagallis minima,2,not in naturadb
Bavaria,Androsace obtusifolia,2,not in naturadb
Bavaria,Anthriscus caucalis,2,not in naturadb
Bavaria,Aphanes australis,2,not in naturadb
Bavaria,Apium repens,2,not in naturadb
Bavaria,Arabis auriculata,2,not in naturadb
Bavaria,Arabis nemorensis,2,not in naturadb
Bavaria,Arabis turrita,2,not in naturadb
Bavaria,Arenaria ciliata ssp. multicaulis,2,not in naturadb
Bavaria,Arnoseris minima,2,not in naturadb
Bavaria,Asperugo procumbens,2,not in naturadb
Bavaria,Asplenium x alternifolium nssp. alternifolium,2,not in naturadb
Bavaria,Asplenium adiantum-nigrum,2,not in naturadb
Bavaria,Asplenium adulterinum ssp. adulterinum,2,not in naturadb
Bavaria,Asplenium ceterach ssp. ceterach,2,not in naturadb
Bavaria,Asplenium cuneifolium,2,not in naturadb
Bavaria,Astragalus australis,2,not in naturadb
Bavaria,Astragalus danicus,2,not in naturadb
Bavaria,Aurinia saxatilis,2,not in naturadb
Bavaria,Bothriochloa ischaemum,2,not in naturadb
Bavaria,Botrychium matricariifolium,2,not in naturadb
Bavaria,Bromus racemosus,2,not in naturadb
Bavaria,Bromus secalinus ssp. secalinus,2,not in naturadb
Bavaria,Calamagrostis phragmitoides,2,not in naturadb
Bavaria,Calamintha menthifolia,2,not in naturadb
Bavaria,Camelina microcarpa ssp. sylvestris,2,not in naturadb
Bavaria,Carex baldensis,2,not in naturadb
Bavaria,Carex buxbaumii,2,not in naturadb
Bavaria,Carex chordorrhiza,2,not in naturadb
Bavaria,Carex dioica,2,not in naturadb
Bavaria,Carex hartmanii,2,not in naturadb
Bavaria,Carex paupercula,2,not in naturadb
Bavaria,Carex supina,2,not in naturadb
Bavaria,Centaurea stenolepis,2,not in naturadb
Bavaria,Cerastium pumilum,2,not in naturadb
Bavaria,Chenopodium vulvaria,2,not in naturadb
Bavaria,Chrysanthemum segetum,2,not in naturadb
Bavaria,Cochlearia bavarica,2,not in naturadb
Bavaria,Cochlearia pyrenaica,2,not in naturadb
Bavaria,Conringia orientalis,2,not in naturadb
Bavaria,Coronopus squamatus,2,not in naturadb
Bavaria,Crepis foetida,2,not in naturadb
Bavaria,Crepis praemorsa,2,not in naturadb
Bavaria,Crepis vesicaria ssp. taraxacifolia,2,not in naturadb
Bavaria,Cryptogramma crispa,2,not in naturadb
Bavaria,Cyperus flavescens,2,not in naturadb
Bavaria,Dactylorhiza lapponica,2,not in naturadb
Bavaria,Dactylorhiza ochroleuca,2,not in naturadb
Bavaria,Dactylorhiza sambucina,2,not in naturadb
Bavaria,Dactylorhiza traunsteineri,2,not in naturadb
Bavaria,Dianthus seguieri ssp. glaber,2,not in naturadb
Bavaria,Diphasiastrum alpinum,2,not in naturadb
Bavaria,Diphasiastrum complanatum,2,not in naturadb
Bavaria,Diphasiastrum issleri,2,not in naturadb
Bavaria,Diphasiastrum tristachyum,2,not in naturadb
Bavaria,Diphasiastrum zeilleri,2,not in naturadb
Bavaria,Draba fladnizensis,2,not in naturadb
Bavaria,Drosera intermedia,2,not in naturadb
Bavaria,Drosera longifolia,2,not in naturadb
Bavaria,Elatine hexandra,2,not in naturadb
Bavaria,Elatine hydropiper ssp. hydropiper,2,not in naturadb
Bavaria,Elatine triandra,2,not in naturadb
Bavaria,Epilobium nutans,2,not in naturadb
Bavaria,Epipactis microphylla,2,not in naturadb
Bavaria,Epipogium aphyllum,2,not in naturadb
Bavaria,Equisetum x trachyodon,2,not in naturadb
Bavaria,Equisetum pratense,2,not in naturadb
Bavaria,Equisetum ramosissimum var. ramosissimum,2,not in naturadb
Bavaria,Erigeron acris ssp. angulosus,2,not in naturadb
Bavaria,Erucastrum nasturtiifolium,2,not in naturadb
Bavaria,Erysimum repandum,2,not in naturadb
Bavaria,Euphorbia angulata,2,not in naturadb
Bavaria,Festuca duvalii,2,not in naturadb
Bavaria,Fumaria parviflora,2,not in naturadb
Bavaria,Gagea minima,2,not in naturadb
Bavaria,Galium tricornutum,2,not in naturadb
Bavaria,Galium valdepilosum,2,not in naturadb
Bavaria,Gentiana purpurea,2,not in naturadb
Bavaria,Gentiana utriculosa,2,not in naturadb
